cutoff,sleep_mean,diff
32.4000,13.3132,6.3605
32.5000,13.3132,6.3605
32.6000,13.2006,6.2480
32.7000,13.2006,6.2480
32.8000,13.1949,6.2422
32.9000,13.1949,6.2422
33.0000,13.1949,6.2422
33.1000,13.1949,6.2422
33.2000,13.1949,6.2422
33.3000,13.1949,6.2422
33.4000,13.0847,6.1320
33.5000,13.0847,6.1320
33.6000,13.0847,6.1320
33.7000,13.0805,6.1278
33.8000,13.0805,6.1278
33.9000,13.0805,6.1278
34.0000,13.0805,6.1278
34.1000,13.0805,6.1278
34.2000,12.9716,6.0189
34.3000,12.9716,6.0189
34.4000,12.9716,6.0189
34.5000,12.9716,6.0189
34.6000,12.9671,6.0145
34.7000,12.9671,6.0145
34.8000,12.9671,6.0145
34.9000,12.9671,6.0145
35.0000,12.9671,6.0145
35.1000,12.8618,5.9092
35.2000,12.8618,5.9092
35.3000,12.8618,5.9092
35.4000,12.8618,5.9092
35.5000,12.8575,5.9048
35.6000,12.8575,5.9048
35.7000,12.8575,5.9048
35.8000,12.8575,5.9048
35.9000,12.7546,5.8019
36.0000,12.7546,5.8019
36.1000,12.7546,5.8019
36.2000,12.7546,5.8019
36.3000,12.7546,5.8019
36.4000,12.7497,5.7970
36.5000,12.7497,5.7970
36.6000,12.7497,5.7970
36.7000,12.6505,5.6978
36.8000,12.6505,5.6978
36.9000,12.6505,5.6978
37.0000,12.6505,5.6978
37.1000,12.6505,5.6978
37.2000,12.6505,5.6978
37.3000,12.6459,5.6932
37.4000,12.6459,5.6932
37.5000,12.6459,5.6932
37.6000,12.5439,5.5912
37.7000,12.5439,5.5912
37.8000,12.5439,5.5912
37.9000,12.5439,5.5912
38.0000,12.5439,5.5912
38.1000,12.5439,5.5912
38.2000,12.5395,5.5868
38.3000,12.5395,5.5868
38.4000,12.4429,5.4903
38.5000,12.4429,5.4903
38.6000,12.4429,5.4903
38.7000,12.4429,5.4903
38.8000,12.4429,5.4903
38.9000,12.4429,5.4903
39.0000,12.4429,5.4903
39.1000,12.4382,5.4856
39.2000,12.3421,5.3895
39.3000,12.3421,5.3895
39.4000,12.3421,5.3895
39.5000,12.3421,5.3895
39.6000,12.3421,5.3895
39.7000,12.3421,5.3895
39.8000,12.3421,5.3895
39.9000,12.3421,5.3895
40.0000,12.3421,5.3895
40.1000,12.2414,5.2887
40.2000,12.2414,5.2887
40.3000,12.2414,5.2887
40.4000,12.2414,5.2887
40.5000,12.2414,5.2887
40.6000,12.2414,5.2887
40.7000,12.2414,5.2887
40.8000,12.2414,5.2887
40.9000,12.1496,5.1969
41.0000,12.1444,5.1918
41.1000,12.1444,5.1918
